latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,temp,wind_speed,description,humidity,500m 16 days NDVI,500m 16 days EVI,500m 16 days VI Quality,500m 16 days red reflectance,500m 16 days NIR reflectance,500m 16 days blue reflectance,500m 16 days MIR reflectance,500m 16 days view zenith angle,500m 16 days sun zenith angle,500m 16 days relative azimuth angle,500m 16 days composite day of the year,500m 16 days pixel reliability
43.094,-0.7537,301.5,1.1,1.0,2023-02-18,1033,Terra,MODIS,47,61.03,289.8,5.7,D,0,14.7,0.59502554,Drizzle,93,146,152,4378,6867,7071,7825,3918,5849,7308,11725,1,3
43.1523,-1.395,346.1,1.2,1.1,2023-02-18,1033,Terra,MODIS,94,61.03,295.6,67.3,D,0,14.9,2.57,Light rain,87,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.1508,-1.3822,341.4,1.2,1.1,2023-02-18,1033,Terra,MODIS,92,61.03,294.6,56.5,D,0,14.9,2.57,Light rain,87,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.1408,-1.2976,320.2,1.1,1.1,2023-02-18,1033,Terra,MODIS,80,61.03,295.8,20.4,D,0,13.3,1.3603642,Light rain,80,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.1204,-1.2885,328.8,1.1,1.1,2023-02-18,1033,Terra,MODIS,86,61.03,291.8,30.8,D,0,13.3,1.3603642,Light rain,80,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.1139,-1.2333,319.6,1.1,1.1,2023-02-18,1033,Terra,MODIS,79,61.03,291.1,21.3,D,0,13.9,0.9377352,Light rain,80,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.111,-1.2911,326.6,1.1,1.1,2023-02-18,1033,Terra,MODIS,84,61.03,292.8,28.9,D,0,13.3,1.3603642,Light rain,80,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.1094,-1.2775,305.9,1.1,1.1,2023-02-18,1033,Terra,MODIS,45,61.03,288.1,7.5,D,0,13.9,0.9377352,Light rain,80,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.0759,-1.1564,374.9,1.1,1.1,2023-02-18,1033,Terra,MODIS,100,61.03,296.5,159.4,D,0,12.0,0.3104773,Drizzle,93,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.0743,-1.1427,336.0,1.1,1.1,2023-02-18,1033,Terra,MODIS,90,61.03,291.6,43.2,D,0,11.5,0.3872727,Drizzle,95,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.0665,-1.1582,307.1,1.1,1.1,2023-02-18,1033,Terra,MODIS,57,61.03,289.5,8.8,D,0,12.0,0.3104773,Drizzle,93,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.0866,-1.0827,358.6,1.2,1.1,2023-02-18,1303,Aqua,MODIS,99,61.03,297.3,102.2,D,0,11.6,0.727602,Drizzle,95,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
42.7359,2.4195,325.8,1.0,1.0,2023-02-18,1303,Aqua,MODIS,84,61.03,292.9,24.0,D,0,14.7,2.986874,Clear sky,81,35,35,2330,6496,6542,7556,3554,5849,7309,11779,1,3
42.8608,1.6479,304.3,1.0,1.0,2023-02-18,1303,Aqua,MODIS,48,61.03,292.0,5.6,D,0,12.1,1.0010978,Overcast clouds,96,3,3,4378,7488,7493,8450,3600,5849,7310,11714,1,3
43.0369,0.5414,337.2,1.1,1.0,2023-02-18,1303,Aqua,MODIS,90,61.03,292.2,41.1,D,0,14.2,0.5989331,Overcast clouds,88,45,47,2330,6889,6952,7896,3630,5849,7309,11779,1,3
43.0348,0.5287,350.9,1.1,1.0,2023-02-18,1303,Aqua,MODIS,96,61.03,295.0,69.2,D,0,13.9,0.46224234,Overcast clouds,89,45,47,2330,6889,6952,7896,3630,5849,7309,11779,1,3
43.046,0.5387,310.6,1.1,1.0,2023-02-18,1303,Aqua,MODIS,70,61.03,289.4,10.3,D,0,14.2,0.5989331,Overcast clouds,88,45,47,2330,6889,6952,7896,3630,5849,7309,11779,1,3
43.0439,0.5259,319.1,1.1,1.0,2023-02-18,1303,Aqua,MODIS,79,61.03,290.4,18.3,D,0,13.9,0.46224234,Overcast clouds,89,45,47,2330,6889,6952,7896,3630,5849,7309,11779,1,3
43.0371,0.3117,314.7,1.1,1.0,2023-02-18,1303,Aqua,MODIS,75,61.03,293.4,14.5,D,0,13.2,0.3085729,Overcast clouds,94,45,47,2330,6889,6952,7896,3630,5849,7309,11779,1,3
43.5591,3.6,308.7,1.0,1.0,2023-02-18,1303,Aqua,MODIS,67,61.03,292.6,8.5,D,0,18.1,4.642535,Clear sky,78,440,400,20501,4418,4825,4655,341,817,7515,-5873,355,2
43.5574,3.5876,303.5,1.0,1.0,2023-02-18,1303,Aqua,MODIS,56,61.03,293.1,4.9,D,0,18.2,3.890321,Clear sky,78,440,400,20501,4418,4825,4655,341,817,7515,-5873,355,2
43.0648,-0.0183,316.5,1.1,1.0,2023-02-18,1303,Aqua,MODIS,77,61.03,291.5,16.0,D,0,15.0,2.6,Overcast clouds,87,146,152,4378,6867,7071,7825,3918,5849,7308,11725,1,3
43.1249,0.011,326.7,1.1,1.0,2023-02-18,1303,Aqua,MODIS,85,61.03,292.0,26.9,D,0,15.0,2.6,Broken clouds,87,146,152,4378,6867,7071,7825,3918,5849,7308,11725,1,3
43.1226,-0.0022,308.1,1.1,1.0,2023-02-18,1303,Aqua,MODIS,66,61.03,292.9,7.8,D,0,15.0,2.6,Broken clouds,87,146,152,4378,6867,7071,7825,3918,5849,7308,11725,1,3
43.1204,-0.0156,307.2,1.1,1.0,2023-02-18,1303,Aqua,MODIS,65,61.03,293.2,7.3,D,0,15.0,2.6,Broken clouds,87,146,152,4378,6867,7071,7825,3918,5849,7308,11725,1,3
43.0549,-0.6792,304.8,1.2,1.1,2023-02-18,1303,Aqua,MODIS,45,61.03,291.3,7.5,D,0,13.5,0.13054729,Overcast clouds,96,146,152,4378,6867,7071,7825,3918,5849,7308,11725,1,3
43.0457,-0.9173,313.6,1.2,1.1,2023-02-18,1303,Aqua,MODIS,74,61.03,293.5,15.1,D,0,13.4,0.23285264,Drizzle,91,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.0431,-0.9317,318.7,1.2,1.1,2023-02-18,1303,Aqua,MODIS,79,61.03,295.5,20.9,D,0,13.4,0.23285264,Drizzle,91,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.0971,-0.6845,311.9,1.2,1.1,2023-02-18,1303,Aqua,MODIS,63,61.03,293.0,11.8,D,0,14.8,0.5264453,Overcast clouds,93,146,152,4378,6867,7071,7825,3918,5849,7308,11725,1,3
43.0873,-0.74,315.9,1.2,1.1,2023-02-18,1303,Aqua,MODIS,76,61.03,291.8,16.1,D,0,13.7,0.49281937,Drizzle,95,146,152,4378,6867,7071,7825,3918,5849,7308,11725,1,3
43.1066,-0.6872,313.8,1.2,1.1,2023-02-18,1303,Aqua,MODIS,74,61.03,292.6,13.6,D,0,14.8,0.5264453,Overcast clouds,93,146,152,4378,6867,7071,7825,3918,5849,7308,11725,1,3
43.0943,-0.7569,313.8,1.2,1.1,2023-02-18,1303,Aqua,MODIS,74,61.03,292.4,14.1,D,0,14.7,0.59502554,Drizzle,93,146,152,4378,6867,7071,7825,3918,5849,7308,11725,1,3
43.0864,-0.8578,303.2,1.2,1.1,2023-02-18,1303,Aqua,MODIS,53,61.03,290.1,5.4,D,0,14.0,0.42490032,Drizzle,93,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.0838,-0.8725,311.9,1.2,1.1,2023-02-18,1303,Aqua,MODIS,72,61.03,290.6,12.8,D,0,14.0,0.42490032,Drizzle,93,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.1297,-0.7251,305.9,1.2,1.1,2023-02-18,1303,Aqua,MODIS,54,61.03,291.6,7.1,D,0,14.7,0.59502554,Overcast clouds,93,146,152,4378,6867,7071,7825,3918,5849,7308,11725,1,3
43.1273,-0.7389,303.2,1.2,1.1,2023-02-18,1303,Aqua,MODIS,32,61.03,291.6,5.0,D,0,14.7,0.59502554,Overcast clouds,93,146,152,4378,6867,7071,7825,3918,5849,7308,11725,1,3
43.1416,-0.7142,311.6,1.2,1.1,2023-02-18,1303,Aqua,MODIS,72,61.03,291.7,12.0,D,0,14.8,0.5264453,Overcast clouds,93,146,152,4378,6867,7071,7825,3918,5849,7308,11725,1,3
43.1392,-0.7278,332.5,1.2,1.1,2023-02-18,1303,Aqua,MODIS,88,61.03,293.9,39.0,D,0,14.7,0.59502554,Overcast clouds,93,146,152,4378,6867,7071,7825,3918,5849,7308,11725,1,3
43.0892,-1.068,328.9,1.2,1.1,2023-02-18,1303,Aqua,MODIS,25,61.03,296.7,31.0,D,0,11.6,0.727602,Drizzle,95,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.0464,-1.4303,327.6,1.2,1.1,2023-02-18,1303,Aqua,MODIS,85,61.03,292.4,35.6,D,0,11.7,0.88361347,Drizzle,93,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.1892,-0.7513,301.6,1.2,1.1,2023-02-18,1303,Aqua,MODIS,48,61.03,289.9,5.0,D,0,15.1,0.68588614,Broken clouds,91,146,152,4378,6867,7071,7825,3918,5849,7308,11725,1,3
43.1395,-1.0307,302.4,1.2,1.1,2023-02-18,1303,Aqua,MODIS,52,61.03,288.3,7.4,D,0,13.1,1.1917472,Light rain,84,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.1031,-1.2324,312.4,1.2,1.1,2023-02-18,1303,Aqua,MODIS,72,61.03,292.4,13.0,D,0,13.9,0.9377352,Light rain,80,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.1005,-1.2464,305.2,1.2,1.1,2023-02-18,1303,Aqua,MODIS,44,61.03,291.7,6.9,D,0,13.9,0.9377352,Light rain,80,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.0791,-1.364,317.5,1.2,1.1,2023-02-18,1303,Aqua,MODIS,78,61.03,295.6,20.4,D,0,11.5,0.29195446,Light rain,90,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.1116,-1.2979,315.8,1.2,1.1,2023-02-18,1303,Aqua,MODIS,76,61.03,296.5,17.1,D,0,13.3,1.3603642,Light rain,80,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.1747,-1.0595,304.0,1.2,1.1,2023-02-18,1303,Aqua,MODIS,54,61.03,288.6,6.7,D,0,14.0,1.2795824,Light rain,78,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.2012,-1.0234,320.6,1.2,1.1,2023-02-18,1303,Aqua,MODIS,80,61.03,291.9,22.0,D,0,14.2,0.86127067,Light rain,79,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.205,-1.0154,302.5,1.2,1.1,2023-02-18,1303,Aqua,MODIS,52,61.03,289.8,6.6,D,0,14.2,0.86127067,Light rain,79,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.2025,-1.0291,313.6,1.2,1.1,2023-02-18,1303,Aqua,MODIS,74,61.03,292.0,16.2,D,0,14.2,0.86127067,Light rain,79,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.1489,-1.3791,303.9,1.2,1.1,2023-02-18,1303,Aqua,MODIS,50,61.03,293.7,5.8,D,0,12.4,1.3197652,Light rain,84,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.1464,-1.3929,320.4,1.2,1.1,2023-02-18,1303,Aqua,MODIS,80,61.03,296.0,23.7,D,0,12.4,1.3197652,Light rain,84,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.1954,-1.1799,303.9,1.2,1.1,2023-02-18,1303,Aqua,MODIS,57,61.03,291.1,6.8,D,0,15.0,0.76630497,Light rain,81,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.2275,-1.1146,310.7,1.2,1.1,2023-02-18,1303,Aqua,MODIS,62,61.03,292.2,11.7,D,0,15.2,1.3411564,Light rain,75,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.225,-1.1286,313.6,1.2,1.1,2023-02-18,1303,Aqua,MODIS,74,61.03,292.2,14.5,D,0,15.2,1.3411564,Light rain,75,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.2548,-1.0178,302.3,1.2,1.1,2023-02-18,1303,Aqua,MODIS,52,61.03,290.2,5.5,D,0,16.4,3.6,Moderate rain,85,103,104,35106,6303,6435,7396,3554,5849,7308,11789,1,3
43.2346,-1.1314,314.8,1.2,1.1,2023-02-18,1303,Aqua,MODIS,70,61.03,289.5,15.1,D,0,15.2,1.3411564,Light rain,75,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.1928,-1.363,304.8,1.2,1.1,2023-02-18,1303,Aqua,MODIS,60,61.03,293.2,6.4,D,0,14.9,2.57,Drizzle,87,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.1903,-1.3765,307.2,1.2,1.1,2023-02-18,1303,Aqua,MODIS,65,61.03,293.2,8.7,D,0,14.9,2.57,Drizzle,87,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.2903,-1.045,318.1,1.2,1.1,2023-02-18,1303,Aqua,MODIS,78,61.03,289.8,20.0,D,0,16.4,3.6,Heavy rain,85,103,104,35106,6303,6435,7396,3554,5849,7308,11789,1,3
43.2877,-1.0594,318.9,1.2,1.1,2023-02-18,1303,Aqua,MODIS,79,61.03,289.5,20.9,D,0,16.4,3.6,Heavy rain,85,103,104,35106,6303,6435,7396,3554,5849,7308,11789,1,3
44.0422,3.6237,304.9,1.0,1.0,2023-02-18,1303,Aqua,MODIS,60,61.03,290.1,6.4,D,0,15.5,1.6236012,Overcast clouds,82,383,323,20502,3707,4003,4000,519,808,7514,-5935,355,3
43.3315,-1.172,311.6,1.2,1.1,2023-02-18,1303,Aqua,MODIS,26,61.03,292.5,11.0,D,0,15.1,1.256083,Drizzle,69,103,104,35106,6303,6435,7396,3554,5849,7308,11789,1,3
43.341,-1.1753,322.7,1.2,1.1,2023-02-18,1303,Aqua,MODIS,82,61.03,292.5,25.0,D,0,15.1,1.256083,Drizzle,69,103,104,35106,6303,6435,7396,3554,5849,7308,11789,1,3
43.3383,-1.1901,315.0,1.2,1.1,2023-02-18,1303,Aqua,MODIS,75,61.03,291.6,15.7,D,0,15.1,1.256083,Drizzle,69,103,104,35106,6303,6435,7396,3554,5849,7308,11789,1,3
43.3269,-1.4856,302.6,1.2,1.1,2023-02-18,1303,Aqua,MODIS,53,61.03,291.7,5.2,D,0,14.9,2.57,Light rain,87,60,58,4378,5469,5536,6932,2982,5849,7308,11725,1,3
43.3946,-1.1691,309.7,1.2,1.1,2023-02-18,1303,Aqua,MODIS,69,61.03,292.3,11.5,D,0,16.4,3.6,Drizzle,85,103,104,35106,6303,6435,7396,3554,5849,7308,11789,1,3
44.305,3.7259,304.5,1.0,1.0,2023-02-18,1303,Aqua,MODIS,55,61.03,287.0,7.1,D,0,12.4,3.663343,Overcast clouds,90,247,257,35106,6769,7113,7513,4081,5860,7308,11778,1,3
44.4648,3.9666,309.0,1.0,1.0,2023-02-18,1303,Aqua,MODIS,68,61.03,289.9,8.9,D,0,14.6,1.7804365,Overcast clouds,80,247,257,35106,6769,7113,7513,4081,5860,7308,11778,1,3
44.4631,3.9533,351.1,1.0,1.0,2023-02-18,1303,Aqua,MODIS,96,61.03,294.3,69.0,D,0,14.6,1.7804365,Overcast clouds,80,247,257,35106,6769,7113,7513,4081,5860,7308,11778,1,3
44.0193,0.7468,310.2,1.0,1.0,2023-02-18,1303,Aqua,MODIS,70,61.03,294.2,7.6,D,0,16.3,3.506336,Overcast clouds,83,106,109,35106,6646,6789,7671,3846,5849,7308,11789,1,3
44.0173,0.7342,306.3,1.0,1.0,2023-02-18,1303,Aqua,MODIS,44,61.03,294.3,4.8,D,0,16.3,3.506336,Overcast clouds,83,106,109,35106,6646,6789,7671,3846,5849,7308,11789,1,3
44.4771,3.024,316.4,1.0,1.0,2023-02-18,1303,Aqua,MODIS,77,61.03,290.4,14.9,D,0,13.0,0.8851692,Overcast clouds,89,-69,-62,4114,4604,4540,5017,1574,1751,7546,-6014,362,3
44.4754,3.0116,345.1,1.0,1.0,2023-02-18,1303,Aqua,MODIS,94,61.03,293.1,53.6,D,0,13.0,0.8851692,Overcast clouds,89,-69,-62,4114,4604,4540,5017,1574,1751,7546,-6014,362,3
44.0523,-0.018,305.3,1.1,1.0,2023-02-18,1303,Aqua,MODIS,60,61.03,294.1,6.1,D,0,15.8,1.9670007,Clear sky,89,46,48,4378,7246,7313,8186,3857,5849,7308,11725,1,3
44.1299,0.1626,307.6,1.1,1.0,2023-02-18,1303,Aqua,MODIS,65,61.03,295.0,7.9,D,0,16.1,2.1222627,Overcast clouds,88,46,48,4378,7246,7313,8186,3857,5849,7308,11725,1,3
44.7667,4.4026,303.5,1.1,1.0,2023-02-18,1303,Aqua,MODIS,48,61.03,290.8,6.2,D,0,15.1,1.4608005,Clear sky,97,541,482,51229,4137,4611,4301,407,790,7513,-5931,355,2
44.4861,0.4704,303.1,1.0,1.0,2023-02-18,1303,Aqua,MODIS,55,61.03,292.4,3.7,D,0,16.5,2.849612,Clear sky,88,106,109,35106,6646,6789,7671,3846,5849,7308,11789,1,3
45.1207,2.5365,302.3,1.0,1.0,2023-02-18,1303,Aqua,MODIS,34,61.03,288.6,5.3,D,0,10.3,2.562835,Scattered clouds,99,193,184,53277,5237,5444,5437,558,808,7513,-5999,355,2
43.0842,-1.0964,331.9,1.2,1.1,2023-02-18,1303,Aqua,MODIS,72,61.03,291.9,36.1,D,0,11.5,0.3872727,Drizzle,95,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.0739,-1.154,305.7,1.2,1.1,2023-02-18,1303,Aqua,MODIS,50,61.03,294.4,6.6,D,0,11.5,0.3872727,Drizzle,95,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.0979,-1.0931,319.6,1.2,1.1,2023-02-18,1303,Aqua,MODIS,38,61.03,293.0,19.2,D,0,12.6,1.290944,Drizzle,86,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.049,-1.4162,343.7,1.2,1.1,2023-02-18,1303,Aqua,MODIS,93,61.03,292.9,67.9,D,0,11.7,0.88361347,Drizzle,93,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.4438,4.8994,301.7,1.4,1.2,2023-02-18,2139,Terra,MODIS,43,61.03,279.6,13.1,N,2,22.0,1.5,Clear sky,94,55,42,18453,3150,3185,3826,300,799,7515,-5869,355,2
44.258,3.8129,304.1,3.2,1.7,2023-02-19,1113,Terra,MODIS,58,61.03,286.5,39.5,D,0,14.9,3.0546656,Overcast clouds,82,247,257,35106,6769,7113,7513,4081,5860,7308,11778,1,3
44.2599,3.8056,302.4,3.2,1.7,2023-02-19,1113,Terra,MODIS,52,61.03,286.0,33.1,D,0,14.9,3.0546656,Overcast clouds,82,247,257,35106,6769,7113,7513,4081,5860,7308,11778,1,3
43.0517,-0.9424,302.3,1.9,1.3,2023-02-19,1114,Terra,MODIS,44,61.03,285.7,14.7,D,0,13.4,0.23285264,Drizzle,91,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.0467,-0.9191,305.1,1.9,1.3,2023-02-19,1114,Terra,MODIS,60,61.03,287.3,19.4,D,0,13.4,0.23285264,Drizzle,91,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.1401,-0.7671,325.9,1.8,1.3,2023-02-19,1345,Aqua,MODIS,84,61.03,290.4,54.9,D,0,14.7,0.59502554,Overcast clouds,93,146,152,4378,6867,7071,7825,3918,5849,7308,11725,1,3
43.1461,-1.4038,302.5,1.7,1.3,2023-02-19,1345,Aqua,MODIS,52,61.03,289.9,9.9,D,0,12.4,1.3197652,Light rain,84,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.3407,-1.2509,303.3,1.7,1.3,2023-02-19,1345,Aqua,MODIS,56,61.03,287.7,10.5,D,0,14.9,2.57,Drizzle,87,103,104,35106,6303,6435,7396,3554,5849,7308,11789,1,3
43.1417,-0.7464,307.2,1.8,1.3,2023-02-19,1345,Aqua,MODIS,50,61.03,289.9,16.1,D,0,14.7,0.59502554,Overcast clouds,93,146,152,4378,6867,7071,7825,3918,5849,7308,11725,1,3
43.1148,-1.2263,304.4,1.7,1.3,2023-02-19,1345,Aqua,MODIS,59,61.03,288.8,12.1,D,0,13.9,0.9377352,Light rain,80,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.0032,-0.5131,303.6,1.9,1.3,2023-02-19,1345,Aqua,MODIS,45,61.03,285.8,17.7,D,0,11.3,0.95815474,Clear sky,98,146,152,4378,6867,7071,7825,3918,5849,7308,11725,1,3
43.0737,-1.0436,344.0,1.8,1.3,2023-02-19,1345,Aqua,MODIS,93,61.03,290.9,114.5,D,0,11.6,0.727602,Drizzle,95,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.0718,-1.0664,312.0,1.8,1.3,2023-02-19,1345,Aqua,MODIS,64,61.03,289.1,23.8,D,0,11.6,0.727602,Drizzle,95,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.0837,-1.0658,307.2,1.8,1.3,2023-02-19,1345,Aqua,MODIS,41,61.03,292.9,15.4,D,0,11.6,0.727602,Drizzle,95,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.088,-1.1528,314.6,1.7,1.3,2023-02-19,1345,Aqua,MODIS,75,61.03,288.5,27.5,D,0,11.5,0.3872727,Drizzle,95,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.0863,-1.1724,309.7,1.7,1.3,2023-02-19,1345,Aqua,MODIS,69,61.03,288.9,19.7,D,0,12.0,0.3104773,Light rain,93,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.0768,-1.2815,321.5,1.7,1.3,2023-02-19,1345,Aqua,MODIS,81,61.03,286.4,41.4,D,0,11.4,0.614028,Light rain,89,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.1333,-0.7593,306.4,1.8,1.3,2023-02-19,1345,Aqua,MODIS,50,61.03,290.9,14.9,D,0,14.7,0.59502554,Overcast clouds,93,146,152,4378,6867,7071,7825,3918,5849,7308,11725,1,3
43.0885,-1.2811,311.6,1.7,1.3,2023-02-19,1345,Aqua,MODIS,60,61.03,287.0,20.5,D,0,11.9,0.7575219,Light rain,91,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.1451,-0.7613,328.7,1.8,1.3,2023-02-19,1345,Aqua,MODIS,86,61.03,288.6,63.5,D,0,14.7,0.59502554,Overcast clouds,93,146,152,4378,6867,7071,7825,3918,5849,7308,11725,1,3
43.1433,-0.7825,306.6,1.8,1.3,2023-02-19,1345,Aqua,MODIS,51,61.03,288.7,14.6,D,0,14.9,0.21416843,Overcast clouds,93,146,152,4378,6867,7071,7825,3918,5849,7308,11725,1,3
43.1174,-1.2184,303.9,1.7,1.3,2023-02-19,1345,Aqua,MODIS,52,61.03,289.3,11.1,D,0,14.0,0.4547808,Light rain,87,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
44.1546,3.5324,310.2,3.3,1.7,2023-02-19,1346,Aqua,MODIS,70,61.03,282.2,63.4,D,0,11.9,3.761548,Overcast clouds,94,383,323,20502,3707,4003,4000,519,808,7514,-5935,355,3
44.5258,3.8918,302.1,1.1,1.0,2023-02-20,1016,Terra,MODIS,45,61.03,288.0,5.2,D,0,13.0,2.8075283,Overcast clouds,84,247,257,35106,6769,7113,7513,4081,5860,7308,11778,1,3
43.0318,0.2749,303.3,1.5,1.2,2023-02-20,1017,Terra,MODIS,55,61.03,288.1,10.5,D,0,13.5,0.58510727,Overcast clouds,92,45,47,2330,6889,6952,7896,3630,5849,7309,11779,1,3
43.0282,0.2677,311.2,1.5,1.2,2023-02-20,1017,Terra,MODIS,69,61.03,288.1,19.1,D,0,11.1,0.43078196,Overcast clouds,99,45,47,2330,6889,6952,7896,3630,5849,7309,11779,1,3
43.0211,-0.2337,300.4,1.6,1.2,2023-02-20,1017,Terra,MODIS,26,61.03,288.8,8.9,D,0,11.2,0.63736296,Clear sky,99,146,152,4378,6867,7071,7825,3918,5849,7308,11725,1,3
43.4459,4.8922,306.6,1.0,1.0,2023-02-20,1017,Terra,MODIS,48,61.03,290.9,7.4,D,2,22.0,1.5,Clear sky,94,55,42,18453,3150,3185,3826,300,799,7515,-5869,355,2
43.4442,4.9045,306.6,1.0,1.0,2023-02-20,1017,Terra,MODIS,48,61.03,290.3,7.2,D,2,22.0,1.5,Clear sky,94,55,42,18453,3150,3185,3826,300,799,7515,-5869,355,2
43.0334,0.2574,304.1,1.5,1.2,2023-02-20,1017,Terra,MODIS,54,61.03,288.5,12.0,D,0,13.5,0.58510727,Overcast clouds,92,45,47,2330,6889,6952,7896,3630,5849,7309,11779,1,3
44.2734,5.1213,307.7,1.0,1.0,2023-02-20,1017,Terra,MODIS,66,61.03,286.4,8.8,D,0,18.8,0.68827575,Clear sky,91,610,447,51229,2686,3035,3126,233,790,7513,-5931,355,2
44.187,3.5802,304.3,1.1,1.0,2023-02-20,1017,Terra,MODIS,58,61.03,286.8,8.0,D,0,12.3,3.3421776,Overcast clouds,93,383,323,20502,3707,4003,4000,519,808,7514,-5935,355,3
44.1103,3.6107,300.3,1.1,1.0,2023-02-20,1017,Terra,MODIS,34,61.03,288.1,4.8,D,0,14.0,3.0548537,Overcast clouds,87,383,323,20502,3707,4003,4000,519,808,7514,-5935,355,3
43.6648,4.4974,300.0,1.0,1.0,2023-02-20,1017,Terra,MODIS,20,61.03,287.2,3.7,D,0,19.0,2.1,Clear sky,88,179,169,20501,5088,5274,5243,638,808,7515,-5872,355,2
43.6558,4.4953,301.1,1.0,1.0,2023-02-20,1017,Terra,MODIS,45,61.03,287.6,4.5,D,0,19.9,1.4358432,Clear sky,91,179,169,20501,5088,5274,5243,638,808,7515,-5872,355,2
43.614,4.672,304.9,1.0,1.0,2023-02-20,1017,Terra,MODIS,52,61.03,289.5,6.4,D,0,19.8,0.52154094,Clear sky,97,55,42,18453,3150,3185,3826,300,799,7515,-5869,355,2
43.6123,4.6844,301.8,1.0,1.0,2023-02-20,1017,Terra,MODIS,49,61.03,288.9,4.4,D,0,19.8,0.52154094,Clear sky,97,55,42,18453,3150,3185,3826,300,799,7515,-5869,355,2
42.7992,1.3392,307.3,1.3,1.1,2023-02-20,1249,Aqua,MODIS,65,61.03,287.7,13.7,D,0,10.6,0.9651822,Overcast clouds,99,3,3,4378,7488,7493,8450,3600,5849,7310,11714,1,3
42.7019,2.3834,310.2,1.2,1.1,2023-02-20,1249,Aqua,MODIS,70,61.03,286.7,13.5,D,0,13.5,2.158341,Clear sky,88,35,35,2330,6496,6542,7556,3554,5849,7309,11779,1,3
42.7959,1.3224,305.1,1.3,1.1,2023-02-20,1249,Aqua,MODIS,61,61.03,288.9,11.3,D,0,10.6,0.9651822,Overcast clouds,99,3,3,4378,7488,7493,8450,3600,5849,7310,11714,1,3
43.1436,-0.8245,300.5,1.7,1.3,2023-02-20,1250,Aqua,MODIS,35,61.03,290.4,5.4,D,0,14.9,0.21416843,Overcast clouds,93,146,152,4378,6867,7071,7825,3918,5849,7308,11725,1,3
43.738,4.4305,303.0,1.0,1.0,2023-02-20,1250,Aqua,MODIS,54,61.03,292.6,3.7,D,2,19.0,2.1,Drizzle,88,179,169,20501,5088,5274,5243,638,808,7515,-5872,355,2
