latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,temp,wind_speed,description,humidity,500m 16 days NDVI,500m 16 days EVI,500m 16 days VI Quality,500m 16 days red reflectance,500m 16 days NIR reflectance,500m 16 days blue reflectance,500m 16 days MIR reflectance,500m 16 days view zenith angle,500m 16 days sun zenith angle,500m 16 days relative azimuth angle,500m 16 days composite day of the year,500m 16 days pixel reliability
43.1619,-1.1348,306.2,4.3,1.9,2023-02-15,1412,Aqua,MODIS,63,61.03,288.2,55.2,D,0,15.0,0.99083674,Light rain,82,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
51.0463,2.2954,302.4,1.0,1.0,2023-02-15,2116,Terra,MODIS,19,61.03,279.0,8.2,N,2,16.8,3.6651642,Broken clouds,83,155,151,4114,5568,5744,5806,3291,231,7469,-5539,2,3
43.0289,-0.9304,308.5,1.0,1.0,2023-02-16,1049,Terra,MODIS,58,61.03,289.9,9.2,D,0,11.5,0.14888477,Drizzle,97,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.0005,-0.9261,308.6,1.0,1.0,2023-02-16,1049,Terra,MODIS,62,61.03,283.6,11.1,D,0,11.5,0.14888477,Drizzle,97,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
44.0581,3.6194,311.0,1.4,1.2,2023-02-16,1049,Terra,MODIS,71,61.03,282.9,22.5,D,0,15.5,1.6236012,Overcast clouds,82,383,323,20502,3707,4003,4000,519,808,7514,-5935,355,3
42.951,1.1069,323.6,1.2,1.1,2023-02-16,1049,Terra,MODIS,82,61.03,285.3,27.7,D,0,12.8,1.122737,Overcast clouds,92,45,47,2330,6889,6952,7896,3630,5849,7309,11779,1,3
42.9415,1.1043,322.8,1.2,1.1,2023-02-16,1049,Terra,MODIS,82,61.03,285.9,27.0,D,0,12.8,1.122737,Overcast clouds,92,45,47,2330,6889,6952,7896,3630,5849,7309,11779,1,3
42.9393,1.1173,305.3,1.2,1.1,2023-02-16,1049,Terra,MODIS,22,61.03,285.0,9.1,D,0,12.8,1.122737,Overcast clouds,92,45,47,2330,6889,6952,7896,3630,5849,7309,11779,1,3
43.2406,-0.9141,300.4,1.0,1.0,2023-02-16,1049,Terra,MODIS,36,61.03,286.2,4.9,D,0,15.6,0.54173756,Drizzle,82,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.2541,-1.1835,314.5,1.0,1.0,2023-02-16,1049,Terra,MODIS,75,61.03,287.4,14.1,D,0,15.1,1.143034,Drizzle,74,103,104,35106,6303,6435,7396,3554,5849,7308,11789,1,3
43.2522,-1.1713,302.6,1.0,1.0,2023-02-16,1049,Terra,MODIS,53,61.03,289.6,5.7,D,0,15.1,1.143034,Drizzle,74,103,104,35106,6303,6435,7396,3554,5849,7308,11789,1,3
43.1959,-0.8692,301.8,1.0,1.0,2023-02-16,1049,Terra,MODIS,49,61.03,285.8,5.7,D,0,15.1,0.117887445,Drizzle,91,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.059,-0.0764,354.9,1.1,1.0,2023-02-16,1049,Terra,MODIS,98,61.03,285.0,82.3,D,0,15.1,2.06,Overcast clouds,88,146,152,4378,6867,7071,7825,3918,5849,7308,11725,1,3
43.0568,-0.0633,310.9,1.1,1.0,2023-02-16,1049,Terra,MODIS,71,61.03,284.9,12.7,D,0,15.1,2.06,Overcast clouds,88,146,152,4378,6867,7071,7825,3918,5849,7308,11725,1,3
43.1886,-0.9992,305.6,1.0,1.0,2023-02-16,1049,Terra,MODIS,34,61.03,288.2,6.6,D,0,14.2,0.86127067,Light rain,79,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.1759,-0.9771,321.6,1.0,1.0,2023-02-16,1049,Terra,MODIS,81,61.03,289.8,20.2,D,0,14.2,0.86127067,Drizzle,79,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.144,-0.8334,316.0,1.0,1.0,2023-02-16,1049,Terra,MODIS,76,61.03,290.4,15.2,D,0,14.9,0.21416843,Overcast clouds,93,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.1351,-0.8357,330.6,1.0,1.0,2023-02-16,1049,Terra,MODIS,87,61.03,288.5,29.9,D,0,14.9,0.21416843,Overcast clouds,93,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.165,-1.0887,310.4,1.0,1.0,2023-02-16,1049,Terra,MODIS,70,61.03,291.0,11.4,D,0,14.0,1.2795824,Light rain,78,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.1161,-0.8346,314.8,1.0,1.0,2023-02-16,1049,Terra,MODIS,75,61.03,289.9,14.5,D,0,14.9,0.21416843,Overcast clouds,93,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.1477,-1.3343,300.3,1.0,1.0,2023-02-16,1049,Terra,MODIS,8,61.03,287.3,4.8,D,0,13.3,1.3603642,Light rain,80,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.1422,-1.2981,310.3,1.0,1.0,2023-02-16,1049,Terra,MODIS,64,61.03,287.3,9.9,D,0,13.3,1.3603642,Light rain,80,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.1127,-1.1671,306.9,1.0,1.0,2023-02-16,1049,Terra,MODIS,64,61.03,289.8,8.7,D,0,14.0,0.4547808,Light rain,87,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.0862,-0.9971,301.7,1.0,1.0,2023-02-16,1049,Terra,MODIS,41,61.03,288.1,5.7,D,0,12.6,0.5403414,Drizzle,91,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
42.9549,-0.182,344.6,1.1,1.0,2023-02-16,1049,Terra,MODIS,94,61.03,283.9,59.7,D,0,10.5,0.3583263,Clear sky,99,146,152,4378,6867,7071,7825,3918,5849,7308,11725,1,3
43.0473,-0.9891,302.5,1.0,1.0,2023-02-16,1049,Terra,MODIS,41,61.03,288.5,5.9,D,0,12.6,0.5403414,Drizzle,91,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
42.9438,-0.1716,369.5,1.1,1.0,2023-02-16,1049,Terra,MODIS,94,61.03,282.8,129.8,D,0,10.5,0.3583263,Clear sky,99,146,152,4378,6867,7071,7825,3918,5849,7308,11725,1,3
43.122,-1.1823,314.7,1.0,1.0,2023-02-16,1316,Aqua,MODIS,14,61.03,286.9,11.1,D,0,14.0,0.4547808,Light rain,87,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.1894,-0.8491,308.8,1.0,1.0,2023-02-16,1316,Aqua,MODIS,68,61.03,290.1,8.0,D,0,15.1,0.117887445,Overcast clouds,91,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.17,-0.982,315.1,1.0,1.0,2023-02-16,1316,Aqua,MODIS,75,61.03,290.5,13.0,D,0,14.2,0.86127067,Drizzle,79,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.1682,-0.994,319.0,1.0,1.0,2023-02-16,1316,Aqua,MODIS,79,61.03,289.7,16.6,D,0,14.2,0.86127067,Light rain,79,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.1628,-1.0931,315.7,1.0,1.0,2023-02-16,1316,Aqua,MODIS,76,61.03,290.1,13.8,D,0,14.0,1.2795824,Light rain,78,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.134,-1.2865,328.4,1.0,1.0,2023-02-16,1316,Aqua,MODIS,85,61.03,291.0,25.3,D,0,13.3,1.3603642,Light rain,80,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.1429,-1.2889,328.9,1.0,1.0,2023-02-16,1316,Aqua,MODIS,86,61.03,287.6,26.2,D,0,13.3,1.3603642,Light rain,80,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.1411,-1.3009,313.1,1.0,1.0,2023-02-16,1316,Aqua,MODIS,23,61.03,286.1,9.7,D,0,13.3,1.3603642,Light rain,80,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.1392,-1.313,317.8,1.0,1.0,2023-02-16,1316,Aqua,MODIS,43,61.03,288.7,13.8,D,0,13.3,1.3603642,Light rain,80,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.1463,-1.3277,323.9,1.0,1.0,2023-02-16,1316,Aqua,MODIS,63,61.03,289.8,20.3,D,0,13.3,1.3603642,Light rain,80,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.2053,-0.9918,303.7,1.0,1.0,2023-02-16,1316,Aqua,MODIS,53,61.03,288.4,5.0,D,0,14.2,0.86127067,Light rain,79,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.1982,-1.0401,307.3,1.0,1.0,2023-02-16,1316,Aqua,MODIS,44,61.03,290.7,7.2,D,0,14.0,1.2795824,Light rain,78,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.1964,-1.0523,333.7,1.0,1.0,2023-02-16,1316,Aqua,MODIS,89,61.03,291.0,34.0,D,0,14.0,1.2795824,Light rain,78,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.1946,-1.0644,308.0,1.0,1.0,2023-02-16,1316,Aqua,MODIS,54,61.03,287.8,7.7,D,0,14.0,1.2795824,Light rain,78,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.1875,-1.1127,336.4,1.0,1.0,2023-02-16,1316,Aqua,MODIS,90,61.03,290.1,36.7,D,0,15.0,0.99083674,Light rain,82,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.1857,-1.1247,319.7,1.0,1.0,2023-02-16,1316,Aqua,MODIS,74,61.03,288.7,15.9,D,0,15.0,0.99083674,Light rain,82,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.1839,-1.1368,333.0,1.0,1.0,2023-02-16,1316,Aqua,MODIS,88,61.03,289.2,31.4,D,0,15.0,0.99083674,Light rain,82,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.1803,-1.161,307.3,1.0,1.0,2023-02-16,1316,Aqua,MODIS,65,61.03,287.3,7.5,D,0,15.0,0.76630497,Light rain,81,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.2141,-0.9943,307.5,1.0,1.0,2023-02-16,1316,Aqua,MODIS,66,61.03,287.2,7.6,D,0,14.2,0.86127067,Light rain,79,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.1998,-1.2235,337.8,1.0,1.0,2023-02-16,1316,Aqua,MODIS,91,61.03,288.1,38.6,D,0,14.7,0.90558743,Light rain,74,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.198,-1.2356,316.5,1.0,1.0,2023-02-16,1316,Aqua,MODIS,57,61.03,286.5,13.2,D,0,14.7,0.90558743,Drizzle,74,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.1889,-1.2961,320.9,1.0,1.0,2023-02-16,1316,Aqua,MODIS,80,61.03,295.6,18.6,D,0,14.9,2.57,Drizzle,87,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.1374,-1.3251,336.1,1.0,1.0,2023-02-16,1316,Aqua,MODIS,89,61.03,287.9,35.5,D,0,13.3,1.3603642,Light rain,80,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
42.7278,2.4153,301.0,1.1,1.1,2023-02-16,1316,Aqua,MODIS,43,61.03,285.5,6.8,D,0,14.7,2.986874,Clear sky,81,35,35,2330,6496,6542,7556,3554,5849,7309,11779,1,3
42.8152,1.7052,311.3,1.1,1.0,2023-02-16,1316,Aqua,MODIS,67,61.03,290.3,12.5,D,0,11.3,0.99028087,Overcast clouds,98,68,73,2330,7786,7894,8537,4141,5849,7309,11779,1,3
42.9195,1.1517,300.1,1.1,1.0,2023-02-16,1316,Aqua,MODIS,23,61.03,289.3,5.0,D,0,12.8,1.122737,Overcast clouds,92,45,47,2330,6889,6952,7896,3630,5849,7309,11779,1,3
42.9179,1.1389,305.1,1.1,1.0,2023-02-16,1316,Aqua,MODIS,61,61.03,292.3,8.2,D,0,12.8,1.122737,Overcast clouds,92,45,47,2330,6889,6952,7896,3630,5849,7309,11779,1,3
42.9419,1.1072,307.9,1.1,1.0,2023-02-16,1316,Aqua,MODIS,66,61.03,288.4,9.2,D,0,12.8,1.122737,Overcast clouds,92,45,47,2330,6889,6952,7896,3630,5849,7309,11779,1,3
42.9402,1.0947,301.8,1.0,1.0,2023-02-16,1316,Aqua,MODIS,34,61.03,287.9,5.2,D,0,12.8,1.122737,Overcast clouds,92,45,47,2330,6889,6952,7896,3630,5849,7309,11779,1,3
43.0249,0.0041,300.8,1.0,1.0,2023-02-16,1316,Aqua,MODIS,37,61.03,289.7,5.1,D,0,11.7,0.4353167,Overcast clouds,98,146,152,4378,6867,7071,7825,3918,5849,7308,11725,1,3
43.0644,-0.2382,300.7,1.0,1.0,2023-02-16,1316,Aqua,MODIS,37,61.03,287.7,5.0,D,0,12.3,0.21130605,Overcast clouds,99,146,152,4378,6867,7071,7825,3918,5849,7308,11725,1,3
43.8407,6.3453,327.5,1.8,1.3,2023-02-16,1316,Aqua,MODIS,85,61.03,283.0,66.8,D,0,13.1,1.5204028,Clear sky,91,663,583,2330,3924,4482,5112,1691,5675,7350,11626,354,3
43.8392,6.3267,335.0,1.8,1.3,2023-02-16,1316,Aqua,MODIS,89,61.03,287.5,90.6,D,0,13.3,1.3357751,Clear sky,89,663,583,2330,3924,4482,5112,1691,5675,7350,11626,354,3
43.0502,-0.6608,310.7,1.0,1.0,2023-02-16,1316,Aqua,MODIS,67,61.03,290.7,10.9,D,0,13.5,0.13054729,Overcast clouds,96,146,152,4378,6867,7071,7825,3918,5849,7308,11725,1,3
43.0485,-0.6728,302.4,1.0,1.0,2023-02-16,1316,Aqua,MODIS,31,61.03,289.8,5.7,D,0,13.5,0.13054729,Overcast clouds,96,146,152,4378,6867,7071,7825,3918,5849,7308,11725,1,3
43.0854,-0.6076,310.7,1.0,1.0,2023-02-16,1316,Aqua,MODIS,70,61.03,292.0,10.6,D,0,13.4,0.41810435,Overcast clouds,96,146,152,4378,6867,7071,7825,3918,5849,7308,11725,1,3
43.0507,-0.9809,320.2,1.0,1.0,2023-02-16,1316,Aqua,MODIS,80,61.03,287.1,19.0,D,0,12.6,0.5403414,Drizzle,91,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.0489,-0.9929,320.0,1.0,1.0,2023-02-16,1316,Aqua,MODIS,80,61.03,291.0,19.4,D,0,12.6,0.5403414,Drizzle,91,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.1,-0.7689,314.7,1.0,1.0,2023-02-16,1316,Aqua,MODIS,75,61.03,291.4,12.5,D,0,14.7,0.59502554,Drizzle,93,146,152,4378,6867,7071,7825,3918,5849,7308,11725,1,3
43.1107,-0.822,314.9,1.0,1.0,2023-02-16,1316,Aqua,MODIS,55,61.03,294.6,11.4,D,0,14.9,0.21416843,Drizzle,93,146,152,4378,6867,7071,7825,3918,5849,7308,11725,1,3
43.1089,-0.834,321.7,1.0,1.0,2023-02-16,1316,Aqua,MODIS,81,61.03,293.9,17.9,D,0,14.9,0.21416843,Drizzle,93,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.0771,-1.051,340.3,1.0,1.0,2023-02-16,1316,Aqua,MODIS,92,61.03,292.4,44.1,D,0,11.6,0.727602,Drizzle,95,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.0753,-1.0631,323.7,1.0,1.0,2023-02-16,1316,Aqua,MODIS,78,61.03,289.9,21.5,D,0,11.6,0.727602,Drizzle,95,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.0841,-1.0656,313.2,1.0,1.0,2023-02-16,1316,Aqua,MODIS,53,61.03,290.0,11.7,D,0,11.6,0.727602,Drizzle,95,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.0823,-1.0776,307.9,1.0,1.0,2023-02-16,1316,Aqua,MODIS,19,61.03,288.9,7.7,D,0,11.6,0.727602,Drizzle,95,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.1442,-0.781,301.9,1.0,1.0,2023-02-16,1316,Aqua,MODIS,50,61.03,290.6,4.1,D,0,14.7,0.59502554,Overcast clouds,93,146,152,4378,6867,7071,7825,3918,5849,7308,11725,1,3
43.1611,-0.8539,307.2,1.0,1.0,2023-02-16,1316,Aqua,MODIS,65,61.03,287.5,7.1,D,0,15.1,0.117887445,Overcast clouds,91,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.1594,-0.866,302.9,1.0,1.0,2023-02-16,1316,Aqua,MODIS,48,61.03,291.7,4.5,D,0,15.1,0.117887445,Overcast clouds,91,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.2194,-1.1535,303.6,1.0,1.0,2023-02-16,1317,Aqua,MODIS,57,61.03,292.7,5.5,D,0,15.2,1.3411564,Drizzle,75,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.2547,-1.1634,307.6,1.0,1.0,2023-02-16,1317,Aqua,MODIS,26,61.03,288.0,6.6,D,0,15.1,1.143034,Light rain,74,103,104,35106,6303,6435,7396,3554,5849,7308,11789,1,3
43.224,-1.3691,327.3,1.0,1.0,2023-02-16,1317,Aqua,MODIS,85,61.03,289.4,25.7,D,0,14.9,2.57,Drizzle,87,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.2855,-1.2659,304.6,1.0,1.0,2023-02-16,1317,Aqua,MODIS,32,61.03,291.0,5.6,D,0,14.9,2.57,Drizzle,87,103,104,35106,6303,6435,7396,3554,5849,7308,11789,1,3
43.2837,-1.278,335.5,1.0,1.0,2023-02-16,1317,Aqua,MODIS,90,61.03,290.6,36.4,D,0,14.9,2.57,Drizzle,87,103,104,35106,6303,6435,7396,3554,5849,7308,11789,1,3
43.2728,-1.351,302.2,1.0,1.0,2023-02-16,1317,Aqua,MODIS,43,61.03,291.1,3.9,D,0,14.9,2.57,Drizzle,87,60,58,4378,5469,5536,6932,2982,5849,7308,11725,1,3
43.3831,-1.174,300.3,1.0,1.0,2023-02-16,1317,Aqua,MODIS,34,61.03,290.1,3.1,D,0,15.8,1.3191823,Drizzle,67,103,104,35106,6303,6435,7396,3554,5849,7308,11789,1,3
43.3777,-1.2104,312.9,1.0,1.0,2023-02-16,1317,Aqua,MODIS,73,61.03,291.4,11.1,D,0,15.8,1.3191823,Drizzle,67,103,104,35106,6303,6435,7396,3554,5849,7308,11789,1,3
43.33,-1.5894,311.0,1.0,1.0,2023-02-16,1317,Aqua,MODIS,71,61.03,289.0,10.6,D,0,15.1,1.2264937,Broken clouds,77,60,58,4378,5469,5536,6932,2982,5849,7308,11725,1,3
43.3952,-1.2786,312.0,1.0,1.0,2023-02-16,1317,Aqua,MODIS,72,61.03,290.6,10.5,D,0,14.9,2.57,Drizzle,87,103,104,35106,6303,6435,7396,3554,5849,7308,11789,1,3
44.0626,3.6169,305.4,1.3,1.1,2023-02-16,1317,Aqua,MODIS,61,61.03,286.0,12.9,D,0,15.5,1.6236012,Overcast clouds,82,383,323,20502,3707,4003,4000,519,808,7514,-5935,355,3
43.2027,-1.3686,318.2,4.5,2.0,2023-02-17,1221,Aqua,MODIS,78,61.03,283.6,153.6,D,0,14.9,2.57,Drizzle,87,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.2039,-1.3714,318.8,4.5,2.0,2023-02-17,1221,Aqua,MODIS,79,61.03,283.5,158.3,D,0,14.9,2.57,Drizzle,87,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.0144,0.0228,323.7,3.2,1.7,2023-02-17,1359,Aqua,MODIS,62,61.03,277.2,114.0,D,0,11.7,0.4353167,Overcast clouds,98,146,152,4378,6867,7071,7825,3918,5849,7308,11725,1,3
43.2168,-1.2355,315.3,2.7,1.6,2023-02-17,1359,Aqua,MODIS,76,61.03,284.7,57.4,D,0,14.7,0.90558743,Drizzle,74,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.0278,-0.0156,314.3,3.2,1.7,2023-02-17,1359,Aqua,MODIS,71,61.03,277.7,65.6,D,0,11.7,0.4353167,Clear sky,98,146,152,4378,6867,7071,7825,3918,5849,7308,11725,1,3
43.0261,-0.0511,307.2,3.2,1.7,2023-02-17,1359,Aqua,MODIS,34,61.03,278.8,38.8,D,0,13.2,0.3227648,Clear sky,95,146,152,4378,6867,7071,7825,3918,5849,7308,11725,1,3
43.0431,-0.8695,303.3,2.8,1.6,2023-02-17,1359,Aqua,MODIS,55,61.03,282.3,26.7,D,0,14.0,0.42490032,Drizzle,93,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.0966,-0.6917,319.7,2.9,1.6,2023-02-17,1359,Aqua,MODIS,80,61.03,284.1,83.7,D,0,14.8,0.5264453,Overcast clouds,93,146,152,4378,6867,7071,7825,3918,5849,7308,11725,1,3
43.067,-1.2143,300.9,2.7,1.6,2023-02-17,1359,Aqua,MODIS,28,61.03,281.3,18.6,D,0,12.0,0.3104773,Drizzle,93,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.0986,-0.7,325.2,2.9,1.6,2023-02-17,1359,Aqua,MODIS,84,61.03,284.3,110.3,D,0,14.8,0.5264453,Overcast clouds,93,146,152,4378,6867,7071,7825,3918,5849,7308,11725,1,3
43.0717,-1.2235,302.0,2.7,1.6,2023-02-17,1359,Aqua,MODIS,40,61.03,281.7,20.5,D,0,11.9,0.7575219,Light rain,91,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.1949,-1.3704,310.2,2.7,1.6,2023-02-17,1359,Aqua,MODIS,70,61.03,286.8,41.2,D,0,14.9,2.57,Drizzle,87,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.0153,0.0053,305.8,1.0,1.0,2023-02-18,1033,Terra,MODIS,53,61.03,289.3,8.3,D,0,11.7,0.4353167,Overcast clouds,98,146,152,4378,6867,7071,7825,3918,5849,7308,11725,1,3
44.1211,4.4894,301.0,1.1,1.0,2023-02-18,1033,Terra,MODIS,44,61.03,288.6,4.9,D,0,19.1,1.230577,Clear sky,95,381,378,35106,5671,6121,6587,2612,5675,7349,11637,354,3
44.0592,3.4377,305.4,1.0,1.0,2023-02-18,1033,Terra,MODIS,61,61.03,284.3,8.5,D,0,12.9,2.4303665,Overcast clouds,93,383,323,20502,3707,4003,4000,519,808,7514,-5935,355,3
43.7114,5.2419,313.3,1.2,1.1,2023-02-18,1033,Terra,MODIS,73,61.03,284.1,16.6,D,2,19.7,0.1944117,Clear sky,91,394,268,18453,2413,2611,3024,393,799,7515,-5869,355,2
43.5135,6.0469,300.1,1.2,1.1,2023-02-18,1033,Terra,MODIS,29,61.03,284.9,7.8,D,0,17.5,0.7518635,Few clouds,99,319,282,18453,4194,4471,4314,528,799,7515,-5869,355,2
43.5388,5.8515,301.2,1.2,1.1,2023-02-18,1033,Terra,MODIS,45,61.03,286.1,7.5,D,0,16.9,0.5508955,Scattered clouds,99,319,282,18453,4194,4471,4314,528,799,7515,-5869,355,2
43.5111,5.6529,300.4,1.2,1.1,2023-02-18,1033,Terra,MODIS,36,61.03,287.6,5.6,D,0,18.0,0.4160349,Broken clouds,92,394,268,18453,2413,2611,3024,393,799,7515,-5869,355,2
43.5652,5.0088,325.4,1.1,1.1,2023-02-18,1033,Terra,MODIS,73,61.03,286.4,28.9,D,0,22.0,1.5,Scattered clouds,94,55,42,18453,3150,3185,3826,300,799,7515,-5869,355,2
43.5008,4.9536,301.5,1.1,1.1,2023-02-18,1033,Terra,MODIS,47,61.03,287.9,4.9,D,2,22.0,1.5,Clear sky,94,55,42,18453,3150,3185,3826,300,799,7515,-5869,355,2
43.2678,6.0214,301.0,1.3,1.1,2023-02-18,1033,Terra,MODIS,43,61.03,283.6,8.1,D,0,17.6,1.1255387,Scattered clouds,98,319,282,18453,4194,4471,4314,528,799,7515,-5869,355,2
43.4458,4.9008,303.7,1.1,1.1,2023-02-18,1033,Terra,MODIS,43,61.03,289.5,6.7,D,2,22.0,1.5,Clear sky,94,55,42,18453,3150,3185,3826,300,799,7515,-5869,355,2
43.5594,3.5975,306.7,1.0,1.0,2023-02-18,1033,Terra,MODIS,64,61.03,289.6,8.3,D,0,18.1,4.642535,Clear sky,78,440,400,20501,4418,4825,4655,341,817,7515,-5873,355,2
43.5574,3.6099,302.2,1.0,1.0,2023-02-18,1033,Terra,MODIS,51,61.03,289.3,5.5,D,0,18.1,4.642535,Clear sky,78,440,400,20501,4418,4825,4655,341,817,7515,-5873,355,2
43.321,-1.1073,301.9,1.1,1.1,2023-02-18,1033,Terra,MODIS,50,61.03,288.8,6.4,D,0,16.4,3.6,Light rain,85,103,104,35106,6303,6435,7396,3554,5849,7308,11789,1,3
43.2847,-1.0447,306.3,1.1,1.1,2023-02-18,1033,Terra,MODIS,63,61.03,288.9,9.5,D,0,16.4,3.6,Heavy rain,85,103,104,35106,6303,6435,7396,3554,5849,7308,11789,1,3
43.1146,0.0209,304.9,1.0,1.0,2023-02-18,1033,Terra,MODIS,60,61.03,288.7,6.2,D,0,15.0,2.6,Broken clouds,87,146,152,4378,6867,7071,7825,3918,5849,7308,11725,1,3
43.1129,0.0335,305.8,1.0,1.0,2023-02-18,1033,Terra,MODIS,62,61.03,289.3,6.9,D,0,15.0,2.6,Broken clouds,87,146,152,4378,6867,7071,7825,3918,5849,7308,11725,1,3
43.1055,0.0189,302.5,1.0,1.0,2023-02-18,1033,Terra,MODIS,28,61.03,289.4,4.4,D,0,15.0,2.6,Broken clouds,87,146,152,4378,6867,7071,7825,3918,5849,7308,11725,1,3
43.1987,-0.779,300.0,1.1,1.0,2023-02-18,1033,Terra,MODIS,22,61.03,289.6,4.9,D,0,15.1,0.68588614,Broken clouds,91,146,152,4378,6867,7071,7825,3918,5849,7308,11725,1,3
43.1122,-0.1691,304.5,1.1,1.0,2023-02-18,1033,Terra,MODIS,59,61.03,288.8,7.0,D,0,13.9,0.03988245,Overcast clouds,93,146,152,4378,6867,7071,7825,3918,5849,7308,11725,1,3
43.1106,-0.1565,302.5,1.1,1.0,2023-02-18,1033,Terra,MODIS,53,61.03,289.6,5.8,D,0,13.9,0.03988245,Overcast clouds,93,146,152,4378,6867,7071,7825,3918,5849,7308,11725,1,3
43.2097,-1.0249,310.2,1.1,1.1,2023-02-18,1033,Terra,MODIS,65,61.03,289.7,10.8,D,0,14.2,0.86127067,Light rain,79,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.0407,0.3063,323.8,1.0,1.0,2023-02-18,1033,Terra,MODIS,83,61.03,289.7,23.3,D,0,13.2,0.3085729,Overcast clouds,94,45,47,2330,6889,6952,7896,3630,5849,7309,11779,1,3
43.039,0.3189,317.3,1.0,1.0,2023-02-18,1033,Terra,MODIS,78,61.03,290.4,16.8,D,0,13.2,0.3085729,Overcast clouds,94,45,47,2330,6889,6952,7896,3630,5849,7309,11779,1,3
42.7388,2.4249,308.9,1.0,1.0,2023-02-18,1033,Terra,MODIS,68,61.03,290.2,9.6,D,0,14.7,2.986874,Clear sky,81,35,35,2330,6496,6542,7556,3554,5849,7309,11779,1,3
43.2003,-1.027,316.0,1.1,1.1,2023-02-18,1033,Terra,MODIS,76,61.03,290.7,16.4,D,0,14.2,0.86127067,Light rain,79,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
43.1923,-1.3672,307.0,1.2,1.1,2023-02-18,1033,Terra,MODIS,49,61.03,292.1,7.6,D,0,14.9,2.57,Drizzle,87,346,373,4378,7466,8002,7934,4871,5837,7309,11790,1,3
